PAGEMIEG,PATTCRU,PATTSITC,PATTSKP,PEDUCMIE,PEFATINC,PFMTYPG,PFTENUR,PLFFPTME,PNBEARG,PPVRES,PWAPRVAL,PWASTDEP,PWATFS,PWDPRMOR,PWDSLOAN,PWDSTCRD,PWDSTLOC,PWNETWPG
5,4,2,2,3,191000,4,1,1,3,35,850000,6000,0,0,0,0,60000,1708500
5,4,3,2,3,81000,9,1,1,1,13,350000,4600,0,0,0,0,26000,470600
3,3,2,2,2,141375,3,2,1,3,35,925000,1550,0,390000,0,11500,20000,697050
4,4,3,2,4,214600,2,1,1,2,24,600000,150000,165000,0,0,0,0,4115850
4,3,3,2,3,139950,3,2,1,3,35,350000,1900,0,60000,0,26000,3000,584800
6,4,3,2,3,21275,1,1,3,0,48,260000,6000,0,0,0,0,0,406000
3,4,2,2,4,145975,3,2,1,2,35,1050000,75000,190000,320000,0,0,0,2925500
7,4,3,2,9,43575,9,3,3,0,12,0,4300,9500,0,0,0,0,33750
6,2,2,2,3,36825,1,3,3,0,11,0,800,0,0,0,1650,0,96200
4,4,3,2,4,125225,9,2,1,2,59,1050000,5000,40000,320000,0,0,125000,4554000
5,4,3,2,3,280700,2,1,1,2,35,1550000,40000,24000,0,0,0,97500,2647900
4,4,3,2,2,41175,1,3,1,1,35,0,13500,0,0,0,0,0,93400
6,4,2,2,4,69850,2,1,3,0,35,480000,5000,0,0,0,2100,2200,1481200
5,3,2,2,2,43125,1,3,1,1,35,0,650,0,0,0,3400,17500,145000
6,4,3,2,4,748000,9,1,1,1,48,800000,100000,9500,0,0,0,0,1810250
2,4,2,1,4,46900,2,3,1,1,35,0,5,0,0,33000,0,4750,-33220
4,4,1,2,4,220200,3,3,1,2,35,0,60000,95000,0,0,0,0,2510000
4,4,1,1,4,106800,2,2,1,2,48,500000,7250,41000,290000,0,1900,0,761850
5,2,2,2,3,132125,4,2,1,3,35,800000,3000,0,52500,0,47500,30000,1698000
6,4,3,2,3,72900,1,1,3,0,35,550000,27000,47000,0,0,0,0,1664000
4,3,3,2,3,124125,1,1,9,1,47,280000,20000,7000,0,0,21000,0,480500
3,4,3,2,3,172625,3,2,1,2,59,1100000,3400,41000,900000,0,0,0,544000
5,4,1,2,3,104500,2,3,1,2,24,0,8000,0,0,0,0,0,466500
3,3,2,2,4,86475,2,2,1,1,35,440000,8500,475,380000,0,9750,0,514925
4,4,2,2,3,64550,1,2,1,1,24,450000,2000,0,62500,0,0,0,679000
6,6,2,2,4,72525,1,3,2,0,59,0,14500,0,0,0,0,0,414200
5,4,2,2,4,76250,9,3,9,1,59,0,14500,0,0,0,0,0,1785000
6,4,3,2,3,57700,1,1,3,0,24,300000,36000,48000,0,0,0,0,1189000
7,4,3,2,9,67700,2,1,3,0,47,380000,38000,6750,0,0,0,0,676250
5,4,3,2,1,46100,1,2,1,1,24,300000,725,0,57500,0,0,2100,279125
4,4,1,2,3,74750,2,2,1,2,12,77500,10000,0,6000,0,0,0,307250
3,6,2,2,4,32000,3,3,3,0,35,0,1100,0,0,0,0,0,16850
6,4,3,2,4,129775,2,1,3,1,24,360000,100000,210000,0,0,0,0,3835000
3,4,2,2,4,109800,3,2,1,2,48,470000,2000,10500,290000,0,0,0,443000
5,6,2,2,2,15500,1,3,3,0,35,0,950,0,0,0,0,0,21950
2,4,2,2,4,158400,4,3,1,2,24,0,160000,310000,0,0,0,0,1322500
6,3,2,2,4,91175,2,2,3,1,48,240000,1150,5000,210000,0,20000,0,1182650
6,4,3,2,9,60700,4,1,3,1,47,270000,3000,0,0,0,0,0,373500
6,4,1,2,4,-2236425,9,1,1,0,35,5500000,2800000,200000,0,0,0,0,20537500
5,4,3,2,9,215550,4,1,1,3,13,340000,30000,95000,0,0,0,0,2325500
5,4,3,2,3,148475,9,1,9,2,46,625000,4750,87500,0,0,0,0,1753255
5,4,2,2,3,-31800,4,1,1,0,24,260000,4300,15500,0,0,0,0,794250
2,4,3,2,4,116900,9,2,2,2,24,1950000,175000,12500,120000,0,0,0,2966800
4,4,2,2,3,121250,3,2,1,3,35,470000,1500,2100,47000,0,0,0,522350
7,4,3,2,3,52000,1,2,3,0,59,875000,5000,40000,290000,0,0,0,1132500
5,4,2,2,4,100800,1,2,1,1,24,480000,4000,6000,140000,0,2000,3000,918750
5,4,2,2,3,112725,2,1,3,1,35,850000,9500,0,0,0,0,0,3490500
5,3,2,2,4,135325,4,2,1,3,48,400000,41000,39000,210000,0,1050,0,352450
5,4,2,1,3,142050,2,1,1,2,47,340000,42000,0,0,0,9000,0,2043000
6,4,3,2,4,56150,1,1,3,1,59,800000,40000,0,0,0,550,0,1634450
6,4,3,2,4,110150,2,1,2,2,48,480000,31000,100000,0,0,0,0,2908000
6,4,1,2,4,41300,1,1,3,0,59,270000,125,10500,0,0,0,0,1133625
2,2,2,2,4,61925,4,3,1,2,35,0,0,0,0,0,0,0,119000
6,4,3,2,2,37450,1,1,3,0,59,650000,19000,55000,0,0,0,0,1298400
6,2,3,2,4,178675,2,1,3,1,59,2100000,20000,4100,0,0,0,0,5278600
3,3,2,2,4,82500,3,2,1,9,46,195000,1700,0,165000,0,13000,0,78205
1,4,1,2,4,41400,1,3,1,1,59,0,11500,19000,0,0,675,0,45425
5,4,3,2,4,-36675,2,1,1,1,24,575000,525000,160000,0,0,0,0,3382500
5,2,2,2,1,22025,1,3,1,1,59,0,1650,0,0,0,5500,0,13150
6,4,2,2,4,41225,1,1,3,0,24,300000,4200,130000,0,0,1850,0,1140000
2,3,3,2,4,92850,2,2,1,2,48,280000,2900,5250,130000,0,4000,0,303150
3,4,3,2,4,243300,3,2,1,2,59,3600000,100000,0,1400000,0,0,0,5442500
3,3,2,1,3,43450,1,2,2,1,47,185000,175,0,130000,0,10000,0,162925
6,4,3,2,2,51375,1,1,3,0,35,210000,24000,90000,0,0,0,0,735500
6,5,2,2,2,60500,1,1,3,0,48,320000,0,0,0,0,0,0,954300
5,4,3,2,2,76025,2,1,1,1,12,250000,140000,0,0,0,0,0,968500
6,5,3,2,1,62375,2,1,2,2,35,290000,40000,0,0,0,0,0,751000
6,4,3,2,3,81375,2,1,3,1,24,300000,115000,60000,0,0,0,0,1211600
4,3,3,2,3,255675,4,2,1,3,35,1550000,5750,20000,430000,0,7000,500000,3744250
5,4,2,2,4,69575,2,1,1,1,46,320000,100,250,0,0,0,525000,87355
2,4,3,2,4,178025,1,2,1,1,35,1450000,25000,4750,825000,0,0,57500,2639750
5,4,2,2,3,204500,2,1,3,9,48,925000,475000,195000,0,0,0,0,2320000
4,2,2,2,2,57175,1,3,3,1,35,0,475,0,0,0,2200,8500,-200
1,4,2,2,2,148825,4,2,1,3,59,1050000,250,2900,290000,0,0,0,978400
1,4,3,2,2,44000,9,3,1,2,47,0,4000,1100,0,0,0,0,20100
4,2,3,2,2,109675,3,3,1,2,35,0,-525,0,0,0,12000,0,55725
4,4,3,2,4,174075,3,2,1,3,24,240000,13000,6000,60000,0,1500,42000,1525500
5,3,1,2,1,43975,1,3,1,1,24,0,3000,22000,0,0,675,0,123825
4,4,1,2,4,206925,2,2,1,2,35,1400000,4000,10000,130000,0,6000,0,2340000
2,4,1,2,3,95600,9,2,1,1,46,290000,19000,22000,170000,0,0,0,307500
5,4,3,2,4,178100,4,1,3,3,35,1150000,14500,4750,0,0,0,100000,3496750
7,6,2,2,1,23000,1,3,3,0,35,0,600,0,0,0,0,0,19600
6,4,3,2,4,66875,2,1,3,0,35,1700000,17000,525000,0,0,0,0,3994500
3,4,1,2,4,131550,9,2,1,2,35,825000,36000,0,525000,13500,0,0,5508250
6,4,3,2,2,173925,2,1,1,2,35,1150000,60000,0,0,0,0,0,3095000
5,3,3,2,1,21000,1,3,1,0,13,0,150,0,0,0,0,0,4950
5,4,3,2,3,170875,2,2,1,2,13,600000,21000,200000,175000,0,0,0,2886000
6,4,3,2,4,95625,1,1,1,1,47,350000,4750,30000,0,0,1500,0,1768750
3,4,3,2,3,227875,2,2,1,2,59,1050000,12000,40000,775000,0,0,0,1966500
3,3,2,2,4,50925,1,3,2,1,59,0,20000,0,0,0,0,0,81000
6,5,3,2,2,36250,1,1,6,0,24,135000,40000,52500,0,0,0,0,590000
2,4,3,2,4,163500,4,1,1,3,35,1250000,800000,150000,0,0,0,0,4069000
6,4,2,2,4,21775,2,1,3,0,24,475000,500000,67500,0,0,0,0,3012500
6,3,2,2,2,80925,4,1,3,2,35,175000,44000,0,0,0,80,0,695170
6,3,2,2,1,23350,1,3,3,0,47,0,3100,150,0,0,0,0,20250
6,4,2,2,4,157150,2,1,1,9,11,625000,8250,105000,0,0,0,20000,2585750
6,3,2,2,4,67475,2,1,2,1,48,360000,4000,0,0,0,5250,80000,587150
7,4,3,2,1,65925,2,1,3,1,35,1450000,130000,19000,0,0,0,0,1759500
5,2,3,1,2,2675,4,2,3,0,35,200000,175,0,82500,0,0,0,134675
7,4,2,2,4,76150,2,1,3,0,59,850000,0,0,0,0,0,0,1186000
6,5,3,2,1,48000,1,1,3,0,46,105000,47500,0,0,0,0,0,841500
3,4,3,2,2,149275,4,2,1,2,59,2000000,3600,0,460000,0,3000,0,3413850
5,3,3,2,3,56725,1,1,2,1,10,200000,47500,0,0,0,250,0,1068250
6,4,3,2,4,62825,2,1,3,0,12,150000,10000,190000,0,0,0,0,869000
5,4,2,2,2,49450,2,1,2,1,48,200000,10500,29000,0,0,0,0,833250
4,4,1,2,4,169800,2,2,1,1,59,600000,15000,33000,280000,0,9750,0,674250
3,4,3,2,4,55575,3,2,3,2,59,750000,130000,95000,190000,0,0,0,993500
3,4,3,2,3,130425,3,2,1,3,47,400000,15500,26000,175000,0,0,0,2369000
5,4,3,2,3,65525,1,2,1,1,59,700000,13500,10500,210000,0,0,0,1142000
6,4,2,2,4,72275,2,1,3,1,12,390000,475,0,0,0,0,40000,705475
2,4,3,2,4,100800,9,2,1,2,35,460000,10000,0,330000,2100,0,0,3983650
3,3,2,1,4,85150,1,3,1,1,24,0,0,20000,0,0,1000,7000,68500
4,1,2,1,4,124050,4,3,1,3,59,0,0,0,0,0,100000,48000,88500
3,4,2,1,4,79750,3,1,1,2,59,1350000,6000,29000,0,0,10500,0,1143505
6,4,3,2,2,83325,2,1,2,2,24,525000,7000,18500,0,0,0,9250,808750
2,3,3,2,4,349400,9,2,1,3,46,300000,12000,50000,210000,10500,7750,21000,644250
5,4,3,2,4,116700,2,3,3,1,59,0,31000,0,0,0,0,0,1871000
5,2,2,2,4,62750,2,2,2,2,48,280000,150000,24000,230000,0,0,0,921500
6,5,3,2,3,57975,1,1,3,0,35,600000,9500,0,0,0,0,0,940000
6,4,2,2,4,140600,2,2,3,0,35,1900000,3000,0,170000,0,0,100000,4068000
4,3,3,2,4,119750,3,2,1,3,59,2700000,5250,0,190000,0,18000,0,3532250
5,4,3,2,2,93625,1,1,1,1,47,430000,16500,75000,0,0,0,0,2191500
6,6,3,2,1,68650,2,1,3,1,12,120000,105000,77500,0,0,0,0,1363000
4,2,1,2,4,28450,1,3,2,1,59,0,175,0,0,0,43000,0,-42575
6,2,3,2,4,113750,2,1,1,1,12,340000,5750,0,0,0,0,0,693250
3,4,1,2,4,136900,2,2,1,2,24,480000,26000,25000,180000,0,35000,0,509500
5,4,2,2,4,199450,4,2,1,3,46,390000,77500,0,95000,0,0,60000,2600505
6,4,3,2,4,46700,1,3,3,0,12,0,950,0,0,0,0,0,395700
5,4,3,2,3,131750,4,2,1,1,35,800000,85000,0,47000,0,0,0,1720900
5,4,3,2,4,40700,1,2,3,1,12,175000,260000,0,135000,0,0,0,1284750
6,4,3,2,4,122875,2,1,3,1,13,240000,2900,90000,0,0,1000,0,3016900
3,3,2,2,1,232425,3,2,1,2,35,1100000,31000,5000,300000,0,15500,60000,2282600
6,4,2,2,4,137075,2,1,1,1,47,450000,24000,21000,0,0,4000,25000,2911005
6,4,2,2,2,114500,9,3,6,9,59,0,135000,145000,0,0,3500,0,865750
5,4,2,2,4,426975,9,1,2,1,48,2400000,1300000,100000,0,0,0,0,23985000
6,6,1,2,3,51275,4,3,3,0,59,0,50,0,0,0,0,0,750
5,4,2,2,4,219350,4,1,1,2,35,1050000,100000,150000,0,0,0,180000,3023000
2,3,2,1,4,162225,3,3,1,2,24,0,10,0,0,46000,9250,0,29760
7,6,3,2,1,39475,1,1,3,0,24,575000,29000,45000,0,0,0,0,736000
4,3,3,2,2,101450,4,2,3,2,24,190000,950,1000,120000,0,0,0,212950
6,4,2,2,4,81750,2,2,3,1,11,29000,0,180000,6250,0,0,0,795250
6,4,3,2,3,62425,2,1,3,1,35,400000,29000,18500,0,0,0,0,948450
4,3,2,2,3,50250,3,3,1,2,12,0,4000,2000,0,0,9500,14500,271500
5,4,1,2,4,105625,1,1,1,1,35,650000,190000,41000,0,0,3100,0,1909905
2,4,2,2,3,69800,4,2,1,3,35,500000,31000,0,200000,0,0,150000,239500
5,4,3,2,4,78675,2,1,1,1,13,320000,57500,175000,0,0,0,0,961500
6,3,2,2,3,30000,1,2,3,0,47,390000,1500,0,77500,0,1900,70000,460350
5,4,1,2,4,154050,2,2,1,2,24,500000,10500,21000,230000,0,0,0,711500
4,4,3,2,4,127400,1,1,1,1,59,1050000,100000,135000,0,0,0,0,4500000
7,4,3,2,1,79725,2,1,3,1,59,1050000,20000,4100,0,0,0,0,2040350
5,4,3,2,4,103425,2,1,1,1,59,2900000,850000,220000,0,0,0,0,4299105
4,3,2,2,1,15000,3,3,2,1,24,0,20000,0,0,0,40000,14500,18600
7,5,2,2,1,29500,1,3,3,0,48,0,2100,0,0,0,0,0,3900
5,1,2,2,9,41450,1,3,1,1,46,0,0,0,0,0,15500,0,9000
5,2,2,2,3,233850,4,2,1,3,12,490000,3000,7750,35000,14500,20000,0,2250250
6,4,2,2,2,40500,9,1,3,2,35,1500000,6000,3000,0,0,0,0,17891000
1,4,1,2,3,74200,2,3,1,9,13,0,40000,0,0,5000,0,0,53000
5,3,3,2,3,111075,4,3,1,3,46,0,8000,0,0,47000,10500,11000,142750
5,3,2,2,2,40500,2,2,1,1,59,900000,0,0,50,0,0,0,953950
2,4,3,2,3,78000,3,2,1,2,35,625000,30,0,50000,0,0,0,866280
5,4,1,2,4,377125,2,1,1,2,35,1050000,250000,0,0,0,0,0,4077000
7,4,3,2,2,60500,2,1,3,0,35,1550000,0,0,0,0,0,0,1650000
6,4,3,2,2,71325,1,1,3,0,46,575000,0,135000,0,0,39000,15000,886500
4,3,2,1,3,100375,3,3,1,2,59,0,1700,0,0,17000,15500,10000,664950
5,4,2,2,4,53825,2,2,1,2,46,190000,10,6250,155000,0,0,0,117760
6,4,2,2,4,127400,2,1,3,0,47,825000,30000,24000,0,0,0,0,2561000
3,3,2,2,3,31000,1,3,3,0,59,0,1200,0,0,0,1150,0,1575
6,4,3,2,3,31625,1,1,3,0,46,165000,49000,0,0,0,0,0,442500
7,3,3,2,4,31900,1,3,3,0,35,0,14000,95000,0,0,2800,7750,169950
4,4,2,2,4,66925,3,3,1,2,35,0,13000,5000,0,0,0,0,72000
6,4,3,2,3,90450,2,1,3,0,24,525000,100000,0,0,0,0,0,2490000
4,4,3,2,4,138950,3,2,1,1,48,460000,9500,52500,250000,0,0,0,931500
4,4,2,2,4,157575,4,2,1,2,35,1050000,500000,47500,150000,0,0,0,2736500
4,4,3,2,4,183275,4,1,1,3,35,550000,3000,0,0,0,300,0,2021200
5,4,3,2,2,119700,2,1,1,2,46,380000,38000,140000,0,0,1000,0,1907000
6,3,2,2,4,45750,4,3,3,0,59,0,0,0,0,0,3500,0,59250
5,3,3,2,1,63475,2,3,1,2,24,0,130000,0,0,0,8250,0,361000
6,4,2,2,4,33000,1,3,3,0,59,0,10000,0,0,0,0,0,156025
4,3,2,2,3,81100,3,2,1,1,35,825000,6750,0,490000,0,5000,0,908250
5,4,2,2,1,42425,1,2,1,1,24,440000,0,31000,125000,0,0,0,575000
4,2,2,1,4,71000,3,2,1,1,24,440000,2500,3600,230000,0,1500,0,744850
6,4,3,2,4,174750,9,1,3,0,47,825000,11500,180000,0,0,10500,4750,5326250
6,4,2,2,1,8875,2,1,6,0,59,675000,55000,0,0,0,0,0,731000
5,3,3,2,1,56000,4,1,1,2,10,67500,50,0,0,0,8750,0,133300
6,4,3,2,4,122075,2,1,3,0,35,900000,27000,240000,0,0,0,0,2879500
5,4,2,2,3,16725,1,2,1,1,35,725000,6000,1900,240000,0,0,0,1167900
7,6,3,2,3,22000,1,3,3,0,35,0,3900,0,0,0,0,0,4075
5,3,2,2,3,135200,4,1,1,3,24,490000,19000,47500,0,0,4100,0,999975
4,6,3,2,1,16000,1,3,3,0,35,0,1900,0,0,0,0,0,2175
2,4,3,2,3,88900,2,3,1,1,59,0,30000,0,0,0,3900,0,95100
3,6,2,2,3,34175,2,3,1,1,24,0,1000,0,0,0,0,0,29530
6,4,3,2,1,126475,2,1,1,2,46,350000,27000,50000,0,0,0,1750,798250
6,4,3,2,3,66775,2,3,1,0,35,0,20000,60000,0,0,0,0,2415000
5,4,3,2,4,186275,2,1,1,2,24,450000,20000,250000,0,0,0,0,4446005
6,4,3,2,2,54925,2,2,3,1,35,875000,0,0,80000,0,0,0,945000
6,4,3,2,1,26500,1,1,3,0,35,1000000,7750,0,0,0,0,0,1032300
5,3,2,1,2,71100,3,3,1,2,48,0,-300,0,0,0,6250,0,157450
5,4,3,2,4,54700,9,2,1,1,35,600000,21000,0,190000,0,0,0,5943000
5,4,3,2,4,281575,4,1,1,3,35,950000,20000,5250,0,0,0,0,2206250
6,4,3,2,2,219350,9,1,3,0,59,2000000,145000,50000,0,0,0,0,10485000
4,2,3,1,3,37475,1,2,1,1,13,77500,50,0,57500,0,3600,0,51950
6,4,3,2,2,40925,1,3,3,0,35,0,130000,95000,0,0,80,0,605170
5,4,3,2,4,81075,1,2,1,1,59,460000,9500,10000,100000,0,0,0,1051505
5,4,3,2,4,118050,1,1,1,1,46,525000,15000,95000,0,0,0,0,1309000
6,4,3,2,4,169175,4,1,2,2,35,625000,32000,0,0,0,1450,14000,1923000
5,6,2,2,1,9250,1,3,3,0,35,0,0,0,0,0,0,0,1050
3,4,3,2,2,114300,2,2,1,2,48,330000,7750,0,185000,0,5250,0,781800
5,3,2,2,4,43075,1,3,1,1,35,0,6000,155000,0,0,1050,3900,599800
5,4,3,2,2,50050,2,2,1,1,48,450000,60000,6000,160000,0,0,320000,109500
7,4,3,2,3,53850,1,1,3,0,35,800000,92500,0,0,0,0,0,1697500
2,3,2,1,3,117800,9,2,1,2,10,490000,41000,31000,480000,0,6000,46000,2385000
3,4,3,2,2,86600,3,2,1,2,24,280000,40000,0,200000,0,0,0,304000
5,4,3,2,4,157200,2,2,1,2,46,360000,4100,0,35000,0,0,0,376350
6,3,3,2,2,35700,2,1,3,1,35,500000,37000,18000,0,0,11500,77500,696750
5,4,2,2,3,66100,1,1,2,1,59,475000,10000,5000,0,0,0,0,903200
6,4,3,2,1,23450,1,1,6,0,59,875000,46000,0,0,0,2100,0,964900
5,4,3,2,2,85875,1,1,1,1,24,200000,35000,52500,0,0,0,0,401500
5,4,3,2,3,173100,4,1,1,3,59,7500,100000,52500,0,0,0,0,1291000
4,4,2,2,4,170950,2,2,1,2,35,1250000,55000,47500,420000,0,0,0,1668600
3,4,3,2,2,116725,3,1,1,2,24,1000000,0,0,0,0,7750,3000,1237250
5,4,1,2,4,120550,4,1,1,2,59,575000,41000,50000,0,0,0,0,1968000
6,4,3,2,4,23000,1,3,3,0,59,0,2000,0,0,0,1900,0,21100
6,4,3,2,4,78825,2,1,2,1,35,875000,82500,65000,0,0,3000,0,1944250
2,4,1,2,4,226100,2,2,1,2,35,1550000,25000,125000,950000,0,0,17500,2218000
4,3,3,2,4,195450,4,2,1,3,35,825000,32000,0,22000,0,7000,20000,2843000
6,4,3,2,3,46550,4,1,3,0,59,1050000,135000,90000,0,0,0,0,1388050
4,6,2,2,2,25875,1,3,1,1,47,0,4000,2100,0,0,0,0,31100
6,4,2,2,1,14050,1,3,3,0,48,0,31000,10000,0,0,0,0,43375
6,4,3,2,4,88275,2,1,1,2,35,500000,175000,15500,0,0,0,0,1266500
6,4,3,2,2,56175,2,1,3,1,24,675000,4000,0,0,0,0,0,1191500
7,4,3,2,9,68300,2,1,3,0,10,300000,95000,190000,0,0,0,0,3249500
6,3,3,2,2,43525,1,1,3,0,47,175000,3900,2000,0,0,15000,14500,641400
3,4,3,2,4,56850,1,2,1,1,24,200000,20000,6000,95000,0,0,0,382000
5,4,3,2,4,76500,4,1,2,2,47,800000,40000,170000,0,0,0,0,5685000
3,3,1,2,4,157100,3,2,1,2,13,400000,4500,0,230000,0,4200,0,600500
5,4,3,2,2,94900,2,3,1,1,12,0,0,0,0,0,0,0,481000
4,3,1,2,4,85000,1,2,1,1,35,320000,2900,0,145000,0,36000,0,976900
2,4,1,2,4,55500,1,3,2,1,59,0,950,0,0,49000,0,0,111950
7,4,3,2,2,33100,1,1,3,0,35,1000000,115000,115000,0,0,0,0,1458500
5,4,3,2,3,126425,2,1,1,1,13,290000,33000,0,0,0,0,0,1205000
6,6,3,2,1,23000,1,3,3,0,35,0,0,0,0,0,0,0,300
5,4,2,2,4,151525,4,1,1,2,24,1550000,65000,6000,0,0,0,0,2150500
2,6,3,2,4,47675,1,3,1,1,59,0,0,0,0,0,0,0,292000
6,4,3,2,4,148900,2,1,2,1,59,1750000,130000,190000,0,0,850,0,3943500
6,4,3,2,4,224375,1,1,1,1,35,1750000,100000,190000,0,0,0,0,5077500
6,4,1,2,3,28650,1,2,3,0,35,500000,2900,8750,20000,0,0,0,519650
6,4,2,2,2,69175,2,2,3,0,46,650000,4750,40000,240000,0,3500,0,1362750
3,2,2,2,3,111925,9,3,1,3,10,0,2000,0,0,0,8250,0,322800
4,4,3,2,4,78800,3,1,1,2,47,825000,500000,0,0,0,0,0,1326005
7,4,3,2,4,37000,1,1,3,0,47,410000,4000,9000,0,0,5250,0,1561200
6,4,3,2,2,34100,1,1,3,0,24,200000,2400,22000,0,0,0,0,424900
5,4,3,2,2,36000,2,3,3,0,35,0,1400,0,0,0,0,0,31400
6,3,3,2,4,22000,1,1,3,0,59,7250,6250,0,0,0,9000,0,58500
4,3,3,2,4,1050,1,2,3,0,35,185000,26000,5250,50000,0,1200,0,367650
7,4,3,2,2,69475,2,1,3,0,12,300000,57500,82500,0,0,0,0,672500
4,4,2,2,4,58300,3,3,2,1,59,0,50,825,0,0,2000,0,951300
5,4,1,2,4,101975,2,2,2,1,10,360000,2000,2900,230000,0,0,3900,842000
3,4,1,2,3,206900,2,1,1,2,35,650000,87500,52500,0,0,0,0,2172325
6,4,2,2,3,-138500,9,1,1,1,46,1500000,300000,145000,0,0,0,0,15270000
4,4,3,2,4,205300,2,2,1,2,47,475000,1900,0,180000,0,0,0,1909900
6,4,3,2,2,57125,2,1,1,1,24,400000,45000,92500,0,0,0,0,873500
4,4,1,2,4,107725,3,1,1,3,35,2400000,62500,140000,0,0,0,95000,2914500
5,4,2,2,9,163750,4,1,2,2,47,350000,9000,70000,0,0,0,0,1619250
6,4,2,2,4,111850,2,1,3,0,35,1200000,2900,120000,0,0,20000,0,3463900
6,4,1,2,4,165250,2,1,3,0,35,1250000,1050000,380000,0,0,0,0,8021500
6,4,3,2,9,72700,2,2,2,2,12,675000,35000,82500,110000,0,0,0,1146000
5,6,3,2,2,52850,2,3,1,1,46,0,21000,9500,0,0,0,0,142250
6,4,3,2,4,106525,2,1,3,1,35,525000,46000,22000,0,0,0,0,1600500
5,4,3,2,4,78600,2,1,9,0,12,145000,6250,2100,0,0,0,0,947155
7,6,1,2,1,88325,9,3,6,0,10,0,0,0,0,0,0,0,410250
5,4,2,2,3,44875,1,1,2,1,24,440000,240000,82500,0,0,0,0,1906500
5,4,2,2,4,26350,1,1,2,1,47,350000,10500,80000,0,0,0,0,827500
5,4,1,2,3,125100,2,2,2,2,46,390000,72500,14000,100000,0,0,0,1703550
3,3,2,2,2,103975,4,3,1,2,59,0,425,6000,0,2300,17500,0,137125
6,4,2,2,2,48825,1,2,3,0,46,410000,2000,0,130000,0,0,2600,611400
5,3,3,2,2,86325,2,1,2,2,24,280000,600,19000,0,0,0,0,506100
4,4,1,2,4,211825,3,1,1,2,59,1450000,25000,20000,0,0,0,0,2335000
3,3,1,2,4,114500,3,2,1,2,11,280000,4400,2500,185000,3000,12000,0,184000
6,4,3,2,3,46225,2,3,3,0,46,0,30000,0,0,0,0,0,225750
3,3,2,2,3,91025,3,2,1,1,24,250000,2000,20000,150000,0,1450,12000,483550
5,3,3,2,3,100200,2,2,1,1,48,380000,5000,6000,72500,0,14000,57500,554250
3,4,1,2,3,142175,3,2,1,2,35,240000,13000,2000,155000,0,225,0,711875
3,3,1,2,4,64825,1,3,1,1,24,0,14000,2500,0,0,950,0,245550
3,3,3,2,2,115950,1,2,1,1,47,290000,4000,1300,140000,0,3900,0,409100
5,4,3,2,4,81200,2,1,2,2,24,450000,17000,950,0,0,0,0,1254205
7,4,3,2,4,174275,2,3,3,0,35,0,18000,220000,0,0,0,0,2689200
5,6,1,2,2,28975,1,1,1,1,35,525000,1200,15000,0,0,0,21000,530200
4,4,3,2,4,84875,3,1,1,2,24,185000,18500,77500,0,0,2400,0,1179600
6,4,2,2,3,33725,1,1,3,1,24,330000,2100,0,0,0,0,0,410100
6,3,2,2,4,103750,2,1,3,1,35,675000,4500,29000,0,0,9500,15500,1342000
6,6,3,2,3,31500,9,1,3,1,47,16000,0,0,0,0,0,0,28900
5,4,3,2,2,133175,4,1,1,3,24,440000,10000,30000,0,0,0,0,662500
6,3,2,2,3,49000,2,2,3,1,13,85000,92500,0,23000,0,0,0,726000
6,3,2,2,4,94875,2,1,3,2,24,340000,225,3100,0,0,7500,15500,986825
6,3,2,2,4,80000,2,1,3,1,35,775000,7000,0,0,0,6000,77500,1435400
4,3,2,2,2,91350,3,3,1,1,35,0,1250,30,0,0,13500,0,323880
4,3,3,2,3,87975,1,1,1,1,59,575000,4750,0,0,0,0,155000,1074750
5,4,2,2,4,138675,2,2,1,1,24,675000,1500,1050,60000,0,0,0,2648550
5,4,1,2,4,195600,4,2,1,3,24,650000,25000,0,10500,0,0,0,1597750
6,4,3,2,3,229775,1,1,3,0,59,1650000,95000,160000,0,0,1000,0,9992500
5,4,2,2,4,44275,9,1,1,9,13,440000,9500,0,0,0,0,0,480500
5,6,3,2,3,77175,2,2,1,2,12,500000,3100,0,97500,0,12500,55000,930600
5,4,3,2,4,124050,2,1,1,2,24,240000,22000,190000,0,0,0,0,1876250
2,2,2,2,4,81900,4,2,1,3,48,420000,1900,0,410000,82500,65000,70000,-86600
6,4,3,2,9,40150,1,1,3,0,47,600000,130000,2000,0,0,0,0,1082955
6,4,3,2,4,28000,1,3,3,0,24,0,12000,50000,0,0,0,0,120200
6,4,2,2,4,118450,2,2,3,0,59,825000,47500,950,185000,0,9250,0,1219200
6,3,3,2,1,24000,1,1,3,0,10,80000,700,0,0,0,0,0,82700
5,4,3,2,4,23425,1,3,3,1,59,0,24000,57500,0,0,0,0,84600
6,4,3,2,4,74725,9,1,2,2,10,350000,77500,1500,0,0,0,28000,1112600
5,4,3,2,3,63675,4,1,2,2,24,400000,0,19000,0,0,0,0,2128500
3,3,3,2,4,141725,9,2,1,2,11,750000,82500,24000,480000,0,15500,10000,3236500
6,4,3,2,1,59650,1,1,3,1,59,410000,57500,0,0,0,0,0,1232900
5,4,2,2,3,125100,9,1,1,9,59,230000,95000,5000,0,0,0,0,850500
5,2,2,1,4,62550,4,1,1,3,35,700000,8000,0,0,24000,7250,32000,695750
6,4,3,2,4,37875,2,1,3,0,48,550000,87500,170000,0,0,0,0,1954000
5,4,3,2,4,46075,2,2,3,1,59,2500000,3100,0,62500,0,0,0,2509850
